input,target 
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/5P1N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/4P2N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-110
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-120
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/2P4N/PP1PPPPP/RNBQKBR1 w Qkq - 1 5',-160
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qq - 1 5',-145
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
